mapset,zipcode,Tn,Tx,U2,ea,Gc,G,K,Rnl,ETo
2024-09-16,93309,11.73,24.88,2.31,1.04,6251.02,5842.56,0.93,-6.37,4.42
2024-09-16,93311,10.99,24.76,2.14,1.08,6388.19,5963.59,0.93,-6.24,4.27
2024-09-16,93312,11.70,24.82,2.27,1.04,6259.10,5854.56,0.94,-6.38,4.39
2024-09-16,93313,11.35,24.89,2.26,1.08,6402.72,5842.27,0.91,-6.07,4.35
2024-09-16,93314,11.38,24.74,2.15,1.05,6278.04,5828.84,0.93,-6.27,4.27
2024-09-16,93401,8.81,20.27,1.65,1.24,6439.23,5458.62,0.85,-4.92,2.96
2024-09-16,93402,9.13,19.68,1.67,1.31,6469.15,5686.04,0.88,-5.04,2.90
2024-09-16,93405,9.05,20.11,1.68,1.27,6456.74,5595.49,0.87,-5.02,2.97
2024-09-16,93410,9.51,20.82,1.68,1.30,6437.53,5454.03,0.85,-4.87,3.01
2024-09-16,93420,8.27,20.28,1.63,1.18,6505.95,5742.77,0.88,-5.30,3.10
2024-09-16,93422,8.35,19.78,1.85,1.16,6533.36,5960.99,0.91,-5.58,3.20
2024-09-16,93424,9.57,20.43,1.59,1.35,6446.35,5959.79,0.92,-5.40,3.05
2024-09-16,93426,9.07,19.86,2.23,1.16,6378.29,5493.31,0.86,-5.16,3.16
2024-09-16,93427,8.74,20.94,1.42,1.22,6480.52,5962.77,0.92,-5.59,3.18
2024-09-16,93428,8.84,19.05,1.97,1.26,6392.95,5541.77,0.87,-5.00,2.85
2024-09-16,93429,9.18,20.41,1.43,1.31,6526.88,5808.91,0.89,-5.17,3.01
2024-09-16,93430,9.27,19.80,1.86,1.29,6405.16,5635.39,0.88,-5.09,2.94
2024-09-16,93432,7.91,20.06,1.88,1.07,6718.79,6169.09,0.92,-5.81,3.45
2024-09-16,93433,9.70,20.98,1.54,1.35,6438.15,6131.99,0.95,-5.65,3.17
2024-09-16,93434,9.08,20.09,1.45,1.31,6539.21,6103.92,0.93,-5.51,3.07
2024-09-16,93436,9.19,20.51,1.38,1.27,6496.74,6005.71,0.92,-5.53,3.12
2024-09-16,93437,9.56,20.45,1.38,1.34,6535.15,5903.26,0.90,-5.25,3.04
2024-09-16,93440,8.22,20.65,1.46,1.19,6628.67,6105.50,0.92,-5.62,3.24
2024-09-16,93441,6.20,19.52,1.60,1.02,6832.80,6538.77,0.96,-6.15,3.41
2024-09-16,93442,9.12,20.03,1.78,1.27,6455.32,5566.48,0.86,-4.99,2.97
2024-09-16,93444,9.09,20.79,1.52,1.28,6501.68,5824.17,0.90,-5.27,3.10
2024-09-16,93445,9.76,20.87,1.48,1.36,6475.32,6186.40,0.96,-5.64,3.16
2024-09-16,93446,8.55,19.92,2.04,1.12,6512.38,5908.38,0.91,-5.63,3.31
2024-09-16,93449,9.41,20.61,1.57,1.32,6431.84,5929.43,0.92,-5.43,3.07
2024-09-16,93450,8.93,20.21,2.38,1.06,6370.00,5256.22,0.83,-5.03,3.36
2024-09-16,93451,8.49,20.38,2.24,1.01,6409.12,5430.45,0.85,-5.33,3.46
2024-09-16,93452,8.80,18.30,2.08,1.27,6385.07,5638.31,0.88,-5.09,2.76
2024-09-16,93453,7.09,19.97,1.85,0.99,6831.43,6160.43,0.90,-5.78,3.51
2024-09-16,93454,7.67,20.44,1.56,1.14,6737.69,6124.08,0.91,-5.59,3.31
2024-09-16,93455,8.95,20.67,1.44,1.27,6581.10,5872.84,0.89,-5.25,3.10
2024-09-16,93458,9.51,21.15,1.46,1.33,6546.79,6061.20,0.93,-5.47,3.19
2024-09-16,93460,7.82,20.95,1.50,1.14,6566.26,6298.43,0.96,-6.06,3.37
2024-09-16,93461,8.32,20.89,2.00,0.99,6822.22,6193.35,0.91,-5.92,3.78
2024-09-16,93463,8.81,21.42,1.43,1.22,6451.09,6015.90,0.93,-5.71,3.25
2024-09-16,93465,8.39,19.73,1.93,1.15,6525.97,5945.75,0.91,-5.59,3.22
2024-09-16,93501,10.22,20.49,3.68,0.83,6900.48,6291.39,0.91,-6.37,4.85
2024-09-16,93505,12.11,21.25,4.10,0.83,6843.37,6307.87,0.92,-6.58,5.34
2024-09-16,93510,9.19,19.52,2.85,1.03,6815.30,5701.78,0.84,-5.17,3.70
2024-09-16,93512,-0.23,16.04,2.37,0.58,6315.60,4768.13,0.76,-4.81,3.00
2024-09-16,93513,1.67,19.56,3.41,0.48,6502.89,5044.52,0.78,-5.44,4.43
2024-09-16,93514,-2.01,16.00,2.66,0.50,6537.86,4601.62,0.71,-4.41,3.23
2024-09-16,93516,12.26,20.95,4.21,0.91,6869.90,6434.03,0.94,-6.52,5.16
2024-09-16,93517,-0.73,10.09,2.91,0.47,6416.51,4558.34,0.71,-4.35,2.57
2024-09-16,93518,8.74,19.76,3.59,0.68,6981.77,6448.29,0.92,-6.74,4.93
2024-09-16,93519,13.04,22.21,4.12,0.81,6818.92,6357.04,0.93,-6.82,5.70
2024-09-16,93522,11.63,23.81,4.95,0.42,6674.64,6296.78,0.94,-8.10,7.15
2024-09-16,93523,11.93,21.12,3.91,0.97,6850.10,6344.29,0.93,-6.30,4.90
2024-09-16,93524,11.71,21.06,3.85,0.96,6845.21,5908.66,0.86,-5.71,4.75
2024-09-16,93526,2.58,18.30,3.70,0.46,6382.95,5550.41,0.87,-6.45,4.50
2024-09-16,93527,6.20,17.14,4.45,0.42,6907.64,6568.34,0.95,-7.55,5.26
2024-09-16,93528,12.07,20.68,4.55,0.66,6862.32,6472.41,0.94,-7.19,5.85
2024-09-16,93529,-2.72,11.51,2.31,0.52,6419.17,5233.67,0.81,-5.24,2.55
2024-09-16,93530,11.46,24.93,4.48,0.52,6700.59,6430.48,0.96,-8.00,6.93
2024-09-16,93531,8.18,19.99,3.27,0.74,7063.70,6424.08,0.91,-6.44,4.69
2024-09-16,93532,7.45,19.32,2.82,0.88,7126.30,5629.45,0.79,-4.96,3.86
2024-09-16,93534,10.76,21.06,3.27,1.04,6977.99,6520.84,0.93,-6.16,4.47
2024-09-16,93535,10.81,20.28,3.61,1.03,6949.64,6490.70,0.93,-6.16,4.43
2024-09-16,93536,9.71,20.91,3.04,0.98,7007.81,6391.61,0.91,-6.04,4.37
2024-09-16,93541,-2.02,11.09,2.49,0.51,6406.22,4731.04,0.74,-4.54,2.50
2024-09-16,93543,8.94,18.64,3.18,1.00,6891.14,5970.95,0.87,-5.44,3.76
2024-09-16,93544,9.09,18.43,3.41,1.01,6862.31,6421.65,0.94,-6.05,3.86
2024-09-16,93545,7.94,21.95,4.26,0.49,6564.18,5761.11,0.88,-6.86,5.81
2024-09-16,93546,-4.69,11.51,2.40,0.46,6490.91,4319.59,0.67,-3.87,2.44
2024-09-16,93549,9.76,21.26,4.65,0.45,6744.62,6341.25,0.94,-7.71,6.25
2024-09-16,93550,8.07,17.97,2.92,0.97,6735.17,5060.41,0.75,-4.40,3.33
2024-09-16,93551,9.12,19.67,3.05,0.98,7044.54,6368.54,0.90,-5.88,4.10
2024-09-16,93552,10.15,20.00,3.24,1.05,6973.47,6508.74,0.93,-6.05,4.17
2024-09-16,93553,6.90,16.46,3.14,0.90,6823.49,5097.37,0.75,-4.39,3.22
2024-09-16,93554,12.83,21.65,4.43,0.70,6831.55,6462.19,0.95,-7.20,5.98
2024-09-16,93555,14.30,23.25,4.57,0.66,6738.16,6320.91,0.94,-7.39,6.60
2024-09-16,93558,11.97,20.55,4.55,0.67,6877.43,6457.01,0.94,-7.12,5.79
2024-09-16,93560,9.92,21.00,3.22,0.94,6938.53,6079.82,0.88,-5.81,4.45
2024-09-16,93561,6.93,18.46,3.42,0.69,7019.56,6487.28,0.92,-6.58,4.48
2024-09-16,93562,16.68,26.08,4.74,0.65,6673.12,5986.65,0.90,-7.23,7.54
2024-09-16,93563,5.29,14.68,3.20,0.81,6827.38,5361.51,0.79,-4.80,3.07
2024-09-16,93591,10.50,19.88,3.53,1.06,6989.15,6533.16,0.93,-6.06,4.24
2024-09-16,93592,17.23,27.60,4.82,0.59,6578.55,6180.23,0.94,-7.99,8.11
2024-09-16,93601,5.08,19.23,1.58,0.94,6253.98,4966.70,0.79,-4.81,2.83
2024-09-16,93602,4.50,19.34,1.89,0.84,6357.42,4326.51,0.68,-3.92,2.93
2024-09-16,93603,6.49,20.23,2.61,0.73,6499.35,3960.16,0.61,-3.45,3.60
2024-09-16,93604,-0.47,14.15,1.91,0.65,6584.31,5013.23,0.76,-4.66,2.60
2024-09-16,93605,0.55,15.84,1.99,0.67,6749.48,3990.90,0.59,-3.12,2.60
2024-09-16,93606,10.17,23.70,1.79,1.11,6114.10,5483.64,0.90,-5.76,3.62
2024-09-16,93608,10.74,23.37,2.18,1.07,6273.81,5313.19,0.85,-5.39,3.86
2024-09-16,93609,11.09,24.11,1.91,1.08,6141.13,5517.32,0.90,-5.90,3.86
2024-09-16,93610,9.71,23.26,1.73,1.17,6070.03,5132.72,0.85,-5.16,3.32
2024-09-16,93611,9.87,23.72,1.68,1.11,6078.66,5348.63,0.88,-5.60,3.51
2024-09-16,93612,9.93,23.74,1.69,1.11,6086.07,5299.40,0.87,-5.52,3.50
2024-09-16,93614,6.51,20.85,1.55,1.01,6116.92,5226.90,0.85,-5.34,3.02
2024-09-16,93615,11.53,24.58,2.03,1.06,6066.53,5437.41,0.90,-5.96,4.01
2024-09-16,93616,10.61,24.05,1.81,1.09,6092.54,5599.66,0.92,-6.05,3.76
2024-09-16,93618,11.35,24.44,1.96,1.06,6065.68,5473.85,0.90,-5.99,3.93
2024-09-16,93619,8.89,23.06,1.65,1.08,6060.23,5391.98,0.89,-5.69,3.40
2024-09-16,93620,10.36,23.12,1.98,1.20,6062.21,4911.71,0.81,-4.82,3.36
2024-09-16,93621,6.99,21.36,2.07,0.89,6254.10,3957.82,0.63,-3.52,3.21
2024-09-16,93622,10.36,22.95,2.13,1.14,6197.09,4886.16,0.79,-4.72,3.50
2024-09-16,93623,1.21,15.28,1.80,0.72,6483.40,4422.18,0.68,-3.90,2.49
2024-09-16,93624,11.22,23.92,2.08,1.07,6146.26,5516.19,0.90,-5.91,3.95
2024-09-16,93625,10.74,24.06,1.82,1.08,6111.80,5372.57,0.88,-5.69,3.72
2024-09-16,93626,8.31,22.61,1.57,1.09,6052.68,5374.39,0.89,-5.62,3.26
2024-09-16,93627,11.08,23.99,2.01,1.08,6117.97,5482.51,0.90,-5.87,3.88
2024-09-16,93628,2.40,17.05,2.69,0.60,6769.53,4608.15,0.68,-4.15,3.40
2024-09-16,93630,10.51,23.77,1.90,1.11,6099.82,5294.34,0.87,-5.53,3.66
2024-09-16,93631,11.43,24.36,1.93,1.06,6107.93,5407.16,0.89,-5.83,3.90
2024-09-16,93633,1.45,16.41,3.05,0.52,6609.96,5281.69,0.80,-5.47,3.67
2024-09-16,93634,-4.02,11.91,2.54,0.46,6685.17,5112.44,0.76,-4.86,2.75
2024-09-16,93635,10.53,22.60,2.07,1.23,6161.50,4568.19,0.74,-4.16,3.21
2024-09-16,93636,9.29,23.26,1.61,1.13,6086.56,5394.34,0.89,-5.59,3.38
2024-09-16,93637,10.02,23.53,1.80,1.14,6089.41,5234.09,0.86,-5.36,3.48
2024-09-16,93638,9.43,23.31,1.63,1.15,6084.64,5304.13,0.87,-5.43,3.35
2024-09-16,93640,10.54,23.28,2.14,1.11,6317.21,4897.07,0.78,-4.66,3.65
2024-09-16,93641,5.55,19.59,2.47,0.73,6513.09,3783.75,0.58,-3.14,3.34
2024-09-16,93643,3.84,18.63,1.70,0.86,6344.18,4361.64,0.69,-3.92,2.71
2024-09-16,93644,3.19,17.55,1.68,0.83,6328.63,4630.38,0.73,-4.31,2.66
2024-09-16,93645,6.50,20.98,1.56,1.00,6093.13,5366.62,0.88,-5.59,3.08
2024-09-16,93646,10.46,24.04,1.95,1.05,6053.54,5154.07,0.85,-5.50,3.75
2024-09-16,93647,9.66,23.11,2.18,0.95,6182.05,4764.15,0.77,-4.86,3.76
2024-09-16,93648,10.80,24.16,1.84,1.08,6094.49,5607.47,0.92,-6.08,3.82
2024-09-16,93650,9.88,23.67,1.69,1.11,6087.91,5261.96,0.86,-5.46,3.48
2024-09-16,93651,8.07,22.50,1.62,1.06,6079.52,5182.38,0.85,-5.35,3.25
2024-09-16,93652,10.86,24.02,1.88,1.08,6142.76,5477.80,0.89,-5.81,3.80
2024-09-16,93653,8.06,22.09,1.52,1.11,6084.59,5357.55,0.88,-5.48,3.14
2024-09-16,93654,10.47,24.02,1.87,1.07,6066.66,5475.38,0.90,-5.93,3.77
2024-09-16,93656,11.27,24.13,1.97,1.07,6149.48,5569.54,0.91,-5.99,3.93
2024-09-16,93657,9.42,23.37,1.79,1.06,6079.05,5243.02,0.86,-5.52,3.53
2024-09-16,93660,10.90,23.86,2.02,1.09,6102.78,5300.42,0.87,-5.58,3.78
2024-09-16,93662,11.09,24.19,1.88,1.07,6116.62,5478.69,0.90,-5.89,3.84
2024-09-16,93664,0.54,15.71,2.12,0.65,6643.77,4155.91,0.63,-3.47,2.70
2024-09-16,93665,10.44,23.09,2.05,1.19,6045.95,5013.61,0.83,-5.00,3.42
2024-09-16,93666,11.25,24.44,1.97,1.06,6064.86,5367.61,0.89,-5.82,3.90
2024-09-16,93667,6.84,21.47,1.81,0.95,6196.96,4573.01,0.74,-4.41,3.14
2024-09-16,93668,10.76,23.73,2.04,1.11,6124.09,5016.39,0.82,-5.09,3.68
2024-09-16,93669,3.92,18.57,1.65,0.86,6229.06,4057.15,0.65,-3.57,2.57
2024-09-16,93673,11.55,24.43,1.95,1.06,6104.83,5465.25,0.90,-5.93,3.95
2024-09-16,93675,8.24,22.21,2.08,0.92,6204.04,4267.65,0.69,-4.05,3.42
2024-09-16,93701,10.27,23.85,1.75,1.10,6102.09,5233.03,0.86,-5.43,3.56
2024-09-16,93702,10.30,23.87,1.75,1.10,6101.35,5179.31,0.85,-5.36,3.55
2024-09-16,93703,10.17,23.81,1.73,1.11,6095.21,5470.40,0.90,-5.79,3.60
2024-09-16,93704,10.06,23.74,1.72,1.11,6091.82,5318.00,0.87,-5.55,3.53
2024-09-16,93705,10.12,23.76,1.73,1.11,6097.01,5400.41,0.89,-5.67,3.57
2024-09-16,93706,10.66,23.94,1.85,1.09,6134.94,5549.53,0.90,-5.90,3.77
2024-09-16,93710,9.92,23.71,1.69,1.11,6086.06,5307.59,0.87,-5.53,3.50
2024-09-16,93711,9.94,23.68,1.70,1.12,6094.83,5282.66,0.87,-5.48,3.49
2024-09-16,93720,9.77,23.64,1.66,1.12,6081.01,5393.38,0.89,-5.65,3.49
2024-09-16,93721,10.33,23.87,1.76,1.10,6106.25,5439.52,0.89,-5.74,3.64
2024-09-16,93722,10.09,23.73,1.73,1.11,6106.75,5539.03,0.91,-5.86,3.61
2024-09-16,93723,10.19,23.73,1.77,1.11,6125.16,5468.39,0.89,-5.73,3.62
2024-09-16,93725,10.74,24.03,1.82,1.09,6118.87,5481.49,0.90,-5.84,3.75
2024-09-16,93726,10.06,23.77,1.71,1.11,6090.32,5300.05,0.87,-5.53,3.53
2024-09-16,93727,10.21,23.87,1.73,1.10,6083.03,5433.94,0.89,-5.76,3.61
2024-09-16,93728,10.23,23.82,1.75,1.11,6100.57,5577.78,0.91,-5.94,3.65
2024-09-16,93730,9.65,23.61,1.63,1.13,6063.92,5338.51,0.88,-5.56,3.43
2024-09-16,93901,11.86,18.65,2.41,1.42,6273.27,3904.50,0.62,-2.88,2.30
2024-09-16,93905,11.81,18.76,2.41,1.41,6237.77,3448.66,0.55,-2.34,2.20
2024-09-16,93906,11.83,18.65,2.39,1.41,6201.92,3419.90,0.55,-2.32,2.17
2024-09-16,93907,11.77,18.41,2.36,1.41,6194.65,3585.67,0.58,-2.54,2.18
2024-09-16,93908,10.77,17.69,2.42,1.32,6301.15,3789.83,0.60,-2.76,2.23
2024-09-16,93920,7.66,14.94,2.32,1.16,6413.25,4513.52,0.70,-3.67,2.11
2024-09-16,93921,11.78,16.33,2.24,1.47,6262.49,3687.82,0.59,-2.53,1.80
2024-09-16,93923,10.12,15.18,2.30,1.33,6326.24,3759.36,0.59,-2.64,1.79
2024-09-16,93924,8.26,14.85,2.43,1.16,6407.76,4254.87,0.66,-3.34,2.08
2024-09-16,93925,9.85,18.01,2.50,1.22,6279.96,4238.73,0.67,-3.47,2.53
2024-09-16,93926,10.60,18.88,2.51,1.28,6259.17,5080.00,0.81,-4.56,2.84
2024-09-16,93927,8.20,16.71,2.48,1.13,6410.53,5070.54,0.79,-4.48,2.64
2024-09-16,93928,8.78,18.20,2.39,1.18,6366.93,5395.23,0.85,-4.95,2.86
2024-09-16,93930,9.33,19.79,2.49,1.12,6301.72,4992.99,0.79,-4.63,3.16
2024-09-16,93932,9.05,19.38,2.36,1.16,6341.38,5292.13,0.83,-4.93,3.07
2024-09-16,93933,12.06,17.68,2.32,1.46,6232.53,3907.73,0.63,-2.87,2.10
2024-09-16,93940,11.51,16.61,2.30,1.43,6276.81,3738.94,0.60,-2.62,1.90
2024-09-16,93943,12.04,16.93,2.27,1.48,6257.81,3694.34,0.59,-2.54,1.88
2024-09-16,93950,12.14,16.64,2.23,1.49,6241.42,3810.83,0.61,-2.69,1.87
2024-09-16,93953,11.93,16.27,2.22,1.48,6252.62,3759.43,0.60,-2.62,1.80
2024-09-16,93954,9.74,20.62,2.44,1.14,6270.17,5000.03,0.80,-4.70,3.27
2024-09-16,93955,11.58,17.07,2.33,1.42,6269.68,3807.85,0.61,-2.72,2.01
2024-09-16,93960,9.84,18.54,2.52,1.22,6308.00,5073.45,0.80,-4.56,2.86
2024-09-16,93962,11.88,18.49,2.40,1.43,6292.66,4011.38,0.64,-2.99,2.30
2024-09-16,94002,11.96,18.47,1.83,1.36,6204.01,4551.95,0.73,-3.85,2.52
2024-09-16,94005,11.76,19.30,1.78,1.33,6206.79,5625.48,0.91,-5.32,2.96
2024-09-16,94010,12.02,18.75,1.80,1.36,6211.97,5073.50,0.82,-4.53,2.72
2024-09-16,94014,11.56,19.05,1.77,1.31,6210.02,5596.58,0.90,-5.29,2.93
2024-09-16,94015,11.62,19.01,1.76,1.32,6209.37,5505.14,0.89,-5.16,2.89
2024-09-16,94019,11.64,17.52,1.79,1.33,6246.11,4621.02,0.74,-3.90,2.44
2024-09-16,94020,11.02,16.28,1.91,1.30,6316.35,3831.78,0.61,-2.81,2.09
2024-09-16,94021,11.65,16.60,1.88,1.35,6303.54,3610.15,0.57,-2.50,2.01
2024-09-16,94022,11.29,17.34,1.93,1.31,6249.96,4640.22,0.74,-3.92,2.44
2024-09-16,94024,12.10,18.35,1.95,1.39,6218.57,4499.93,0.72,-3.72,2.47
2024-09-16,94025,12.43,19.03,1.89,1.40,6189.87,4939.68,0.80,-4.33,2.68
2024-09-16,94027,12.42,18.83,1.88,1.40,6169.26,5062.72,0.82,-4.50,2.69
2024-09-16,94028,11.38,17.27,1.90,1.32,6252.42,5049.15,0.81,-4.44,2.56
2024-09-16,94030,12.06,18.94,1.79,1.36,6210.42,5202.20,0.84,-4.70,2.78
2024-09-16,94037,11.36,17.76,1.75,1.30,6239.23,5007.26,0.80,-4.44,2.60
2024-09-16,94038,12.19,18.33,1.74,1.38,6227.70,4812.12,0.77,-4.13,2.56
2024-09-16,94040,12.36,18.82,1.94,1.41,6206.80,4546.24,0.73,-3.79,2.53
2024-09-16,94041,12.39,18.93,1.94,1.41,6203.91,4560.68,0.74,-3.81,2.55
2024-09-16,94043,12.48,19.22,1.93,1.41,6200.32,4719.88,0.76,-4.02,2.63
2024-09-16,94044,11.42,18.23,1.76,1.30,6227.24,5090.19,0.82,-4.58,2.68
2024-09-16,94060,11.96,16.39,1.85,1.39,6281.12,3633.76,0.58,-2.52,1.96
2024-09-16,94061,12.29,18.63,1.86,1.39,6171.08,5140.98,0.83,-4.61,2.69
2024-09-16,94062,11.09,16.95,1.85,1.29,6250.14,4807.61,0.77,-4.16,2.46
2024-09-16,94063,12.49,19.16,1.87,1.40,6168.91,4794.96,0.78,-4.16,2.65
2024-09-16,94065,12.45,19.25,1.85,1.40,6184.44,5006.64,0.81,-4.44,2.73
2024-09-16,94066,11.81,18.83,1.78,1.34,6212.22,5317.66,0.86,-4.87,2.81
2024-09-16,94070,12.10,18.58,1.85,1.37,6191.50,4743.71,0.77,-4.10,2.59
2024-09-16,94074,11.94,17.00,1.83,1.37,6270.13,3794.46,0.61,-2.76,2.10
2024-09-16,94080,11.96,19.22,1.78,1.35,6205.45,5494.47,0.89,-5.12,2.90
2024-09-16,94085,12.44,19.25,1.96,1.41,6209.51,4675.39,0.75,-3.96,2.63
2024-09-16,94086,12.38,19.08,1.96,1.41,6212.97,4530.27,0.73,-3.76,2.56
2024-09-16,94087,12.28,18.80,1.97,1.40,6218.13,4503.04,0.72,-3.72,2.52
2024-09-16,94089,12.47,19.43,1.95,1.41,6207.83,4682.97,0.75,-3.97,2.65
2024-09-16,94102,11.89,20.07,1.77,1.34,6190.58,5487.86,0.89,-5.17,3.01
2024-09-16,94103,11.96,20.09,1.77,1.34,6190.38,5465.81,0.88,-5.14,3.00
2024-09-16,94104,11.94,20.16,1.77,1.34,6189.14,5475.64,0.88,-5.16,3.02
2024-09-16,94105,11.94,20.16,1.77,1.34,6189.14,5475.64,0.88,-5.16,3.02
2024-09-16,94107,12.00,20.10,1.78,1.35,6190.37,5453.98,0.88,-5.12,3.00
2024-09-16,94108,11.89,20.10,1.77,1.34,6190.10,5481.76,0.89,-5.17,3.01
2024-09-16,94109,11.70,19.97,1.77,1.32,6193.10,5463.84,0.88,-5.16,3.00
2024-09-16,94110,11.92,19.88,1.77,1.34,6194.48,5540.16,0.89,-5.23,3.00
2024-09-16,94111,11.97,20.31,1.77,1.34,6185.80,5412.84,0.88,-5.08,3.01
2024-09-16,94112,11.67,19.38,1.77,1.32,6203.66,5609.68,0.90,-5.31,2.97
2024-09-16,94114,11.57,19.58,1.77,1.31,6200.99,5557.36,0.90,-5.27,2.98
2024-09-16,94115,11.70,19.89,1.76,1.32,6194.14,5573.23,0.90,-5.30,3.02
2024-09-16,94116,11.55,19.43,1.75,1.31,6200.89,5539.45,0.89,-5.24,2.95
2024-09-16,94117,11.51,19.58,1.77,1.31,6200.59,5552.33,0.90,-5.27,2.98
2024-09-16,94118,11.64,19.79,1.76,1.32,6195.32,5580.44,0.90,-5.31,3.01
2024-09-16,94121,11.68,19.77,1.75,1.32,6193.96,5515.71,0.89,-5.21,2.98
2024-09-16,94122,11.59,19.58,1.75,1.31,6198.25,5528.64,0.89,-5.23,2.97
2024-09-16,94123,11.83,20.15,1.76,1.33,6188.37,5627.50,0.91,-5.37,3.06
2024-09-16,94124,12.06,19.91,1.78,1.35,6193.48,5498.23,0.89,-5.16,2.99
2024-09-16,94127,11.45,19.27,1.76,1.30,6206.14,5572.66,0.90,-5.28,2.95
2024-09-16,94128,12.29,19.36,1.79,1.38,6202.04,5358.08,0.86,-4.91,2.87
2024-09-16,94129,11.72,19.99,1.76,1.32,6191.01,5550.14,0.90,-5.27,3.02
2024-09-16,94130,11.97,20.42,1.78,1.34,6184.99,5318.72,0.86,-4.96,3.00
2024-09-16,94131,11.44,19.34,1.77,1.30,6205.83,5561.57,0.90,-5.27,2.96
2024-09-16,94132,11.86,19.54,1.75,1.34,6197.07,5412.71,0.87,-5.04,2.91
2024-09-16,94133,11.77,20.11,1.77,1.32,6190.34,5427.82,0.88,-5.11,3.00
2024-09-16,94134,11.95,19.69,1.78,1.34,6198.51,5622.50,0.91,-5.32,3.00
2024-09-16,94158,12.03,20.13,1.78,1.35,6189.75,5369.13,0.87,-5.00,2.98
2024-09-16,94301,12.49,19.05,1.90,1.41,6203.79,4894.63,0.79,-4.25,2.67
2024-09-16,94303,12.51,19.24,1.91,1.41,6211.78,4768.78,0.77,-4.08,2.66
2024-09-16,94304,11.74,17.83,1.91,1.35,6237.36,4721.38,0.76,-4.02,2.50
2024-09-16,94305,12.22,18.52,1.90,1.39,6204.61,4880.25,0.79,-4.23,2.61
2024-09-16,94306,12.46,18.92,1.91,1.41,6208.43,4687.62,0.76,-3.97,2.59
2024-09-16,94401,12.37,19.26,1.82,1.39,6190.93,5139.03,0.83,-4.62,2.78
2024-09-16,94402,11.99,18.59,1.82,1.36,6208.91,4844.13,0.78,-4.23,2.63
2024-09-16,94403,12.27,18.94,1.83,1.38,6195.22,4890.14,0.79,-4.28,2.67
2024-09-16,94404,12.42,19.31,1.84,1.39,6185.82,5068.65,0.82,-4.52,2.76
2024-09-16,94501,12.10,20.38,1.81,1.35,6183.98,4966.93,0.80,-4.48,2.90
2024-09-16,94502,12.18,20.29,1.82,1.36,6175.80,5015.91,0.81,-4.54,2.89
2024-09-16,94503,11.32,21.86,1.73,1.28,6135.96,4580.05,0.75,-4.14,2.97
2024-09-16,94505,12.08,22.38,1.81,1.33,6118.59,4504.06,0.74,-4.01,3.02
2024-09-16,94506,10.82,20.09,1.87,1.23,6193.14,4322.84,0.70,-3.73,2.76
2024-09-16,94507,11.13,20.29,1.84,1.25,6180.86,4305.22,0.70,-3.70,2.76
2024-09-16,94508,8.23,20.95,1.63,1.10,6144.19,5175.08,0.84,-5.13,3.04
2024-09-16,94509,11.89,21.94,1.79,1.30,6111.43,4456.45,0.73,-3.98,2.97
2024-09-16,94510,11.57,21.65,1.76,1.29,6141.26,4564.07,0.74,-4.10,2.96
2024-09-16,94511,12.14,22.55,1.77,1.31,6091.88,4223.70,0.69,-3.68,2.97
2024-09-16,94512,11.79,22.11,1.75,1.28,6102.88,4450.81,0.73,-4.01,2.99
2024-09-16,94513,11.94,22.11,1.80,1.31,6111.20,4454.79,0.73,-3.97,2.99
2024-09-16,94514,11.86,21.98,1.83,1.32,6140.40,4527.78,0.74,-4.02,2.99
2024-09-16,94515,8.22,21.92,1.60,1.13,6117.28,5328.40,0.87,-5.35,3.14
2024-09-16,94516,10.70,19.51,1.83,1.22,6201.77,4383.46,0.71,-3.79,2.70
2024-09-16,94517,10.32,19.95,1.85,1.18,6183.84,4114.32,0.67,-3.49,2.71
2024-09-16,94518,11.76,21.34,1.81,1.30,6154.32,3977.69,0.65,-3.26,2.76
2024-09-16,94519,11.83,21.57,1.79,1.30,6142.58,4294.93,0.70,-3.71,2.87
2024-09-16,94520,11.89,21.62,1.79,1.31,6143.33,4318.84,0.70,-3.74,2.88
2024-09-16,94521,11.26,20.96,1.82,1.25,6157.35,4039.00,0.66,-3.37,2.76
2024-09-16,94523,11.85,21.38,1.80,1.31,6156.83,4356.89,0.71,-3.77,2.86
2024-09-16,94525,11.49,21.38,1.76,1.29,6153.37,4379.78,0.71,-3.82,2.87
2024-09-16,94526,11.25,20.32,1.85,1.27,6183.57,4425.85,0.72,-3.85,2.79
2024-09-16,94528,10.74,20.03,1.86,1.22,6181.27,4241.70,0.69,-3.63,2.73
2024-09-16,94530,11.36,20.52,1.78,1.28,6197.97,4218.48,0.68,-3.54,2.72
2024-09-16,94531,11.78,21.82,1.80,1.29,6100.42,4423.66,0.73,-3.95,2.95
2024-09-16,94533,11.53,22.20,1.71,1.27,6099.66,4383.07,0.72,-3.92,2.96
2024-09-16,94534,11.00,21.65,1.73,1.24,6126.16,4608.75,0.75,-4.22,2.98
2024-09-16,94535,11.72,22.36,1.71,1.28,6085.65,4420.10,0.73,-3.99,2.99
2024-09-16,94536,11.98,19.91,1.92,1.35,6249.33,4769.62,0.76,-4.13,2.80
2024-09-16,94538,12.34,20.03,1.94,1.39,6234.58,4768.58,0.76,-4.10,2.78
2024-09-16,94539,11.18,19.14,1.96,1.29,6267.56,4405.11,0.70,-3.67,2.63
2024-09-16,94541,11.99,20.12,1.87,1.34,6211.22,4699.59,0.76,-4.10,2.80
