mapset,zipcode,Tn,Tx,U2,ea,Gc,G,K,Rnl,ETo
2024-09-16,95379,6.73,18.34,1.91,0.91,6261.00,5486.86,0.88,-5.62,3.10
2024-09-16,95380,10.70,22.99,1.78,1.28,6086.25,4679.80,0.77,-4.34,3.11
2024-09-16,95382,10.72,23.05,1.75,1.28,6087.74,4663.21,0.77,-4.32,3.10
2024-09-16,95383,6.56,17.41,2.11,0.85,6307.08,5609.58,0.89,-5.83,3.18
2024-09-16,95385,11.44,22.52,1.85,1.32,6087.03,4829.55,0.79,-4.49,3.11
2024-09-16,95386,10.54,23.04,1.63,1.25,6062.31,4454.06,0.73,-4.08,3.01
2024-09-16,95387,9.57,20.20,1.97,1.18,6182.17,4688.09,0.76,-4.28,2.90
2024-09-16,95388,10.08,23.07,1.68,1.24,6061.57,4355.87,0.72,-3.95,2.99
2024-09-16,95389,-2.02,11.33,2.17,0.56,6576.52,5001.32,0.76,-4.68,2.44
2024-09-16,95391,11.43,21.50,1.86,1.29,6168.62,4647.12,0.75,-4.17,2.99
2024-09-16,95401,9.76,23.36,1.62,1.26,6075.55,5503.64,0.91,-5.54,3.30
2024-09-16,95403,9.45,23.19,1.61,1.23,6077.84,5301.03,0.87,-5.27,3.23
2024-09-16,95404,8.84,21.89,1.64,1.16,6110.32,5127.54,0.84,-5.04,3.09
2024-09-16,95405,9.67,22.63,1.63,1.22,6095.39,5090.67,0.84,-4.95,3.13
2024-09-16,95407,9.97,23.01,1.63,1.26,6091.20,5407.92,0.89,-5.37,3.25
2024-09-16,95409,8.77,21.58,1.64,1.15,6123.54,5094.11,0.83,-4.99,3.06
2024-09-16,95410,7.01,28.62,1.60,1.22,5987.86,5754.03,0.96,-6.21,3.97
2024-09-16,95412,7.11,25.43,1.56,1.16,6071.75,5510.76,0.91,-5.72,3.52
2024-09-16,95415,6.39,26.09,1.55,1.14,6036.04,5401.82,0.89,-5.65,3.55
2024-09-16,95417,5.45,25.29,1.61,1.09,6061.07,5637.96,0.93,-6.00,3.57
2024-09-16,95420,7.42,29.37,1.63,1.26,5990.59,5718.08,0.95,-6.12,4.08
2024-09-16,95421,7.13,24.03,1.57,1.14,6115.67,5381.55,0.88,-5.47,3.35
2024-09-16,95422,7.40,22.27,1.51,1.12,6055.55,5474.50,0.90,-5.65,3.14
2024-09-16,95423,6.71,21.75,1.50,1.08,6072.82,5474.57,0.90,-5.66,3.10
2024-09-16,95425,6.79,23.79,1.55,1.12,6094.94,5386.38,0.88,-5.52,3.31
2024-09-16,95426,5.16,20.30,1.57,0.96,6196.50,5436.83,0.88,-5.57,3.04
2024-09-16,95427,6.90,27.90,1.58,1.21,5992.22,5748.14,0.96,-6.19,3.86
2024-09-16,95428,5.85,22.42,1.51,1.09,6087.02,5031.03,0.83,-4.98,3.02
2024-09-16,95429,6.53,24.42,1.54,1.15,6064.70,5331.40,0.88,-5.43,3.31
2024-09-16,95430,8.64,23.51,1.60,1.20,6124.01,5536.45,0.90,-5.59,3.33
2024-09-16,95431,10.50,22.34,1.67,1.26,6137.92,4527.30,0.74,-4.09,2.97
2024-09-16,95432,6.23,27.53,1.59,1.15,6024.25,5788.97,0.96,-6.28,3.87
2024-09-16,95435,7.07,23.60,1.52,1.14,6084.58,5637.90,0.93,-5.86,3.33
2024-09-16,95436,9.09,23.57,1.60,1.23,6090.52,5632.07,0.92,-5.74,3.36
2024-09-16,95437,7.33,28.72,1.63,1.25,5994.60,5712.13,0.95,-6.10,3.98
2024-09-16,95439,9.66,23.47,1.61,1.25,6072.19,5469.05,0.90,-5.50,3.30
2024-09-16,95441,7.40,23.17,1.57,1.13,6109.00,5350.99,0.88,-5.42,3.24
2024-09-16,95442,9.33,21.38,1.67,1.17,6162.66,4764.29,0.77,-4.46,2.97
2024-09-16,95443,6.16,21.87,1.51,1.05,6102.60,5559.70,0.91,-5.78,3.15
2024-09-16,95444,9.52,23.40,1.61,1.25,6092.73,5654.94,0.93,-5.74,3.35
2024-09-16,95445,6.66,26.40,1.57,1.16,6045.09,5787.09,0.96,-6.20,3.71
2024-09-16,95446,8.34,23.53,1.59,1.19,6097.76,5618.14,0.92,-5.76,3.35
2024-09-16,95448,8.34,23.45,1.58,1.18,6099.40,5498.87,0.90,-5.59,3.31
2024-09-16,95449,6.30,24.11,1.54,1.10,6075.32,5292.77,0.87,-5.44,3.31
2024-09-16,95450,8.03,23.87,1.58,1.18,6137.31,5584.48,0.91,-5.67,3.39
2024-09-16,95451,6.15,22.02,1.54,1.05,6135.72,5591.33,0.91,-5.80,3.20
2024-09-16,95452,8.80,21.18,1.66,1.14,6145.29,5066.06,0.82,-4.94,3.03
2024-09-16,95453,6.53,23.49,1.52,1.11,6097.01,5639.64,0.93,-5.88,3.33
2024-09-16,95454,5.68,24.27,1.58,1.10,6054.09,5438.08,0.90,-5.67,3.36
2024-09-16,95456,7.12,28.98,1.61,1.24,5987.19,5743.19,0.96,-6.19,4.02
2024-09-16,95457,7.26,21.41,1.54,1.08,6085.47,5451.42,0.90,-5.61,3.09
2024-09-16,95458,5.23,21.07,1.51,1.00,6125.41,5463.70,0.89,-5.65,3.05
2024-09-16,95459,6.21,27.00,1.58,1.14,6055.62,5790.59,0.96,-6.23,3.80
2024-09-16,95460,7.19,29.03,1.62,1.24,5994.16,5739.53,0.96,-6.17,4.03
2024-09-16,95461,7.35,21.50,1.57,1.08,6107.67,5397.64,0.88,-5.51,3.11
2024-09-16,95462,8.64,23.47,1.60,1.20,6118.13,5571.29,0.91,-5.64,3.34
2024-09-16,95463,6.91,27.90,1.58,1.21,5989.48,5773.68,0.96,-6.24,3.87
2024-09-16,95464,6.75,23.25,1.50,1.12,6083.72,5071.52,0.83,-5.05,3.12
2024-09-16,95465,8.59,22.98,1.60,1.19,6125.74,5649.97,0.92,-5.75,3.32
2024-09-16,95466,6.58,27.17,1.57,1.17,6020.67,5652.12,0.94,-6.04,3.75
2024-09-16,95467,8.10,22.07,1.55,1.14,6045.44,5545.40,0.92,-5.75,3.17
2024-09-16,95468,6.54,27.19,1.58,1.17,6064.44,5857.43,0.97,-6.29,3.84
2024-09-16,95469,5.43,23.07,1.51,1.06,6102.67,5085.24,0.83,-5.10,3.13
2024-09-16,95470,6.32,25.40,1.53,1.14,6013.79,5408.13,0.90,-5.66,3.44
2024-09-16,95471,8.77,23.74,1.59,1.21,6079.14,5582.07,0.92,-5.70,3.36
2024-09-16,95472,9.38,22.99,1.62,1.23,6104.11,5627.35,0.92,-5.70,3.31
2024-09-16,95476,10.55,21.75,1.70,1.24,6140.04,5137.40,0.84,-4.93,3.10
2024-09-16,95482,6.16,25.23,1.54,1.12,6039.55,5389.80,0.89,-5.63,3.44
2024-09-16,95485,5.42,22.40,1.51,1.04,6110.35,5260.98,0.86,-5.36,3.12
2024-09-16,95488,7.04,27.54,1.65,1.23,6007.56,5692.91,0.95,-6.04,3.83
2024-09-16,95490,5.75,24.91,1.55,1.10,6062.25,5422.95,0.89,-5.65,3.43
2024-09-16,95492,9.50,23.71,1.60,1.25,6082.93,5464.91,0.90,-5.49,3.32
2024-09-16,95493,6.70,24.04,1.50,1.14,6069.32,5599.46,0.92,-5.83,3.35
2024-09-16,95494,6.14,25.24,1.56,1.11,6055.61,5414.70,0.89,-5.67,3.47
2024-09-16,95497,7.60,26.50,1.56,1.21,6040.99,5720.42,0.95,-6.03,3.68
2024-09-16,95501,9.10,23.01,1.84,1.43,5820.94,5147.85,0.88,-5.01,2.90
2024-09-16,95503,8.49,22.72,1.79,1.36,5887.73,5128.80,0.87,-4.99,2.91
2024-09-16,95511,7.33,23.95,1.59,1.22,6008.21,5248.49,0.87,-5.27,3.20
2024-09-16,95514,7.31,23.11,1.58,1.21,6002.04,5108.53,0.85,-5.05,3.06
2024-09-16,95519,8.78,21.52,1.78,1.39,5834.69,5033.89,0.86,-4.84,2.68
2024-09-16,95521,8.71,22.03,1.77,1.38,5845.30,5035.11,0.86,-4.86,2.76
2024-09-16,95524,8.65,22.15,1.77,1.37,5846.78,5007.40,0.86,-4.83,2.78
2024-09-16,95525,7.05,19.33,1.62,1.21,5927.33,4789.17,0.81,-4.55,2.48
2024-09-16,95526,6.24,20.96,1.57,1.13,6009.73,4972.80,0.83,-4.88,2.80
2024-09-16,95527,7.05,18.24,1.39,1.15,5960.22,4541.97,0.76,-4.23,2.35
2024-09-16,95528,7.70,23.01,1.69,1.27,5977.23,5022.92,0.84,-4.87,2.99
2024-09-16,95531,7.23,17.47,2.03,1.28,5971.90,5255.24,0.88,-4.97,2.30
2024-09-16,95536,7.58,23.65,1.87,1.30,5931.06,5394.89,0.91,-5.43,3.19
2024-09-16,95540,8.64,23.97,1.81,1.38,5907.94,5165.24,0.87,-5.04,3.10
2024-09-16,95542,7.10,25.00,1.66,1.22,6010.64,5371.16,0.89,-5.48,3.40
2024-09-16,95543,6.74,16.94,1.96,1.21,6037.77,5320.91,0.88,-5.06,2.34
2024-09-16,95545,6.70,24.09,1.76,1.20,6018.17,5402.60,0.90,-5.49,3.32
2024-09-16,95546,8.22,19.26,1.59,1.30,5942.02,4786.65,0.81,-4.43,2.42
2024-09-16,95547,8.43,23.78,1.77,1.35,5921.26,5103.63,0.86,-4.97,3.07
2024-09-16,95548,8.22,18.75,1.97,1.36,5922.16,5091.84,0.86,-4.75,2.35
2024-09-16,95549,7.01,21.06,1.67,1.21,5968.40,5000.51,0.84,-4.85,2.76
2024-09-16,95550,6.33,19.44,1.61,1.15,5960.68,4818.26,0.81,-4.63,2.55
2024-09-16,95551,8.57,23.51,1.86,1.38,5879.63,5219.96,0.89,-5.12,3.04
2024-09-16,95552,4.53,18.81,1.48,0.98,6090.17,4717.94,0.77,-4.54,2.60
2024-09-16,95553,7.39,24.54,1.69,1.25,5979.93,5304.94,0.89,-5.36,3.30
2024-09-16,95554,7.92,24.39,1.65,1.28,5969.81,5150.66,0.86,-5.11,3.20
2024-09-16,95555,8.09,19.26,1.81,1.33,5934.08,5092.46,0.86,-4.80,2.46
2024-09-16,95556,7.54,17.79,1.50,1.22,6046.88,4653.49,0.77,-4.19,2.30
2024-09-16,95558,6.59,24.24,1.83,1.21,6027.10,5523.65,0.92,-5.64,3.39
2024-09-16,95559,6.90,23.94,1.63,1.19,6023.59,5317.04,0.88,-5.38,3.25
2024-09-16,95560,7.89,25.46,1.67,1.28,5977.54,5295.78,0.89,-5.34,3.40
2024-09-16,95562,7.18,23.35,1.79,1.25,5970.77,5349.78,0.90,-5.37,3.16
2024-09-16,95563,7.82,19.15,1.42,1.22,5919.52,4556.25,0.77,-4.24,2.40
2024-09-16,95564,9.03,23.03,1.86,1.43,5828.54,5210.19,0.89,-5.09,2.92
2024-09-16,95565,8.32,24.20,1.74,1.33,5961.16,5133.46,0.86,-5.00,3.15
2024-09-16,95567,7.72,17.88,2.20,1.33,5918.37,5202.76,0.88,-4.90,2.26
2024-09-16,95568,7.66,17.41,1.46,1.21,6169.94,4524.55,0.73,-3.89,2.26
2024-09-16,95569,7.58,23.63,1.66,1.26,5980.63,5086.85,0.85,-5.00,3.10
2024-09-16,95570,8.81,20.87,1.87,1.41,5892.71,5237.46,0.89,-5.00,2.65
2024-09-16,95571,8.49,25.14,1.70,1.34,5941.67,5186.33,0.87,-5.13,3.28
2024-09-16,95573,6.91,18.82,1.51,1.17,5950.98,4664.15,0.78,-4.39,2.42
2024-09-16,95585,6.01,25.13,1.62,1.13,6030.44,5528.63,0.92,-5.81,3.50
2024-09-16,95587,7.12,25.96,1.66,1.22,6001.82,5524.30,0.92,-5.74,3.57
2024-09-16,95589,6.68,25.50,1.72,1.20,6019.71,5529.04,0.92,-5.74,3.55
2024-09-16,95595,6.23,22.21,1.53,1.12,6065.91,5159.98,0.85,-5.15,3.02
2024-09-16,95601,11.19,21.66,1.91,1.11,6071.33,5452.40,0.90,-5.74,3.47
2024-09-16,95602,9.63,21.12,1.89,1.07,6061.12,5401.80,0.89,-5.68,3.32
2024-09-16,95603,10.12,21.36,1.89,1.08,6052.67,5337.20,0.88,-5.59,3.35
2024-09-16,95604,0.62,14.58,3.34,0.54,6250.21,4416.54,0.71,-4.38,3.12
2024-09-16,95605,12.07,22.86,1.65,1.26,6018.27,4923.58,0.82,-4.83,3.20
2024-09-16,95606,9.36,21.67,1.57,1.17,6074.17,4716.36,0.78,-4.49,2.93
2024-09-16,95607,9.55,21.71,1.56,1.18,6056.22,4798.89,0.79,-4.62,2.95
2024-09-16,95608,12.18,22.88,1.69,1.24,6018.16,5148.43,0.86,-5.19,3.32
2024-09-16,95610,12.04,22.78,1.72,1.23,6014.63,5277.68,0.88,-5.40,3.37
2024-09-16,95612,12.18,22.86,1.68,1.28,6042.58,4855.83,0.80,-4.68,3.20
2024-09-16,95614,10.02,21.13,1.97,1.05,6049.09,5346.35,0.88,-5.65,3.39
2024-09-16,95615,12.23,22.90,1.70,1.28,6055.63,4930.41,0.81,-4.77,3.23
2024-09-16,95616,11.66,22.66,1.63,1.27,6021.76,4695.89,0.78,-4.47,3.07
2024-09-16,95618,11.91,22.76,1.64,1.27,6023.97,4942.38,0.82,-4.83,3.18
2024-09-16,95619,10.16,20.68,2.07,1.01,6117.72,5491.48,0.90,-5.84,3.49
2024-09-16,95620,11.91,22.68,1.67,1.28,6050.82,4695.46,0.78,-4.43,3.11
2024-09-16,95621,12.05,22.82,1.70,1.23,6013.12,5289.49,0.88,-5.41,3.36
2024-09-16,95623,10.85,21.30,1.98,1.07,6073.85,5450.91,0.90,-5.78,3.48
2024-09-16,95624,12.35,23.01,1.70,1.26,6034.34,5142.47,0.85,-5.15,3.34
2024-09-16,95625,11.68,22.46,1.69,1.27,6068.99,4276.21,0.70,-3.81,2.95
2024-09-16,95626,11.95,22.85,1.64,1.25,6006.61,5056.13,0.84,-5.04,3.24
2024-09-16,95627,10.85,22.54,1.57,1.25,6027.87,4863.28,0.81,-4.70,3.05
2024-09-16,95628,12.12,22.81,1.72,1.23,6018.31,5279.94,0.88,-5.40,3.38
2024-09-16,95629,9.41,19.69,2.14,0.96,6132.46,5414.83,0.88,-5.76,3.40
2024-09-16,95630,11.91,22.58,1.78,1.19,6024.30,5361.08,0.89,-5.56,3.43
2024-09-16,95631,7.06,19.09,2.29,0.88,6143.79,5056.05,0.82,-5.24,3.26
2024-09-16,95632,12.31,23.07,1.71,1.27,6048.58,5017.17,0.83,-4.93,3.31
2024-09-16,95633,9.11,20.08,2.15,0.96,6112.47,5149.11,0.84,-5.38,3.36
2024-09-16,95634,7.70,19.05,2.28,0.88,6168.39,4942.78,0.80,-5.05,3.27
2024-09-16,95635,9.30,20.50,2.07,1.00,6074.94,5274.91,0.87,-5.57,3.36
2024-09-16,95636,4.97,14.96,2.70,0.67,6314.12,4839.82,0.77,-4.88,3.09
2024-09-16,95637,8.86,21.50,1.55,1.15,6072.30,4747.94,0.78,-4.55,2.91
2024-09-16,95638,12.30,23.01,1.74,1.24,6046.90,5308.26,0.88,-5.39,3.42
2024-09-16,95639,12.26,22.94,1.68,1.27,6034.54,5026.90,0.83,-4.94,3.26
2024-09-16,95640,12.04,22.72,1.79,1.21,6056.28,5312.35,0.88,-5.44,3.44
2024-09-16,95641,12.19,22.77,1.73,1.30,6077.27,4422.86,0.73,-4.00,3.06
2024-09-16,95642,10.75,21.29,1.92,1.09,6094.54,5460.48,0.90,-5.73,3.43
2024-09-16,95645,11.31,22.81,1.54,1.28,5982.78,5004.44,0.84,-4.93,3.10
2024-09-16,95646,0.79,10.57,3.24,0.47,6427.12,4137.21,0.64,-3.76,2.72
2024-09-16,95648,11.43,22.67,1.70,1.22,6015.54,5291.32,0.88,-5.41,3.32
2024-09-16,95650,11.45,22.38,1.78,1.18,6036.45,5467.43,0.91,-5.71,3.43
2024-09-16,95651,10.76,21.65,1.98,1.09,6023.01,5401.68,0.90,-5.75,3.47
2024-09-16,95652,12.10,22.87,1.67,1.25,6013.98,5191.89,0.86,-5.24,3.31
2024-09-16,95653,11.06,22.59,1.58,1.26,6020.11,4795.24,0.80,-4.61,3.05
2024-09-16,95655,12.28,22.93,1.71,1.24,6025.54,5257.07,0.87,-5.34,3.38
2024-09-16,95658,11.04,22.13,1.81,1.15,6036.02,5383.04,0.89,-5.61,3.38
2024-09-16,95659,11.67,22.82,1.60,1.27,5996.48,5120.33,0.85,-5.12,3.20
2024-09-16,95660,12.06,22.84,1.67,1.24,6013.17,5187.93,0.86,-5.24,3.31
2024-09-16,95661,11.94,22.74,1.73,1.22,6019.25,5371.21,0.89,-5.54,3.40
2024-09-16,95662,12.01,22.73,1.74,1.22,6017.17,5350.95,0.89,-5.52,3.41
2024-09-16,95663,11.22,22.25,1.78,1.17,6035.73,5492.89,0.91,-5.75,3.41
2024-09-16,95664,10.90,21.77,1.88,1.11,6037.22,5346.99,0.89,-5.61,3.40
2024-09-16,95665,9.54,19.89,2.07,0.98,6139.77,5554.06,0.90,-5.92,3.42
2024-09-16,95666,5.50,15.47,2.61,0.72,6271.86,5007.96,0.80,-5.13,3.12
2024-09-16,95667,9.66,20.28,2.13,0.98,6107.97,5234.67,0.86,-5.50,3.41
2024-09-16,95668,11.76,22.83,1.62,1.26,5998.23,5017.14,0.84,-4.98,3.20
2024-09-16,95669,11.49,21.96,1.89,1.13,6063.03,5429.09,0.90,-5.69,3.48
2024-09-16,95670,12.26,22.93,1.71,1.24,6020.19,5280.26,0.88,-5.39,3.38
2024-09-16,95672,10.70,21.39,1.92,1.08,6031.88,5462.49,0.91,-5.83,3.43
2024-09-16,95673,12.03,22.86,1.65,1.26,6010.48,5105.65,0.85,-5.11,3.26
2024-09-16,95674,11.49,22.82,1.61,1.26,5999.59,5138.23,0.86,-5.14,3.21
2024-09-16,95675,9.87,20.19,2.09,0.99,6103.01,5446.98,0.89,-5.82,3.43
2024-09-16,95677,11.70,22.59,1.74,1.20,6030.77,5431.75,0.90,-5.63,3.41
2024-09-16,95678,11.93,22.79,1.71,1.23,6021.35,5366.15,0.89,-5.52,3.38
2024-09-16,95679,7.76,20.90,1.54,1.09,6076.18,4911.41,0.81,-4.83,2.90
2024-09-16,95680,12.21,22.84,1.71,1.29,6068.68,4661.86,0.77,-4.36,3.14
2024-09-16,95681,11.36,22.80,1.66,1.24,6005.53,5400.46,0.90,-5.55,3.32
2024-09-16,95682,11.20,21.74,1.90,1.11,6051.52,5468.65,0.90,-5.78,3.47
2024-09-16,95683,12.27,22.85,1.77,1.22,6034.40,5422.02,0.90,-5.61,3.47
2024-09-16,95684,8.13,18.33,2.33,0.86,6177.85,5168.56,0.84,-5.41,3.32
2024-09-16,95685,10.51,20.92,1.98,1.05,6099.05,5459.57,0.90,-5.77,3.44
2024-09-16,95686,12.26,22.93,1.72,1.29,6070.38,4759.94,0.78,-4.50,3.18
2024-09-16,95687,11.65,22.39,1.69,1.27,6078.02,4410.47,0.73,-3.99,2.99
2024-09-16,95688,10.55,21.57,1.69,1.20,6109.19,4572.13,0.75,-4.24,2.97
2024-09-16,95689,8.83,19.04,2.20,0.91,6157.45,5420.68,0.88,-5.77,3.37
2024-09-16,95690,12.21,22.83,1.71,1.29,6067.39,4699.39,0.77,-4.41,3.15
2024-09-16,95691,11.98,22.84,1.63,1.27,6016.05,5023.42,0.84,-4.96,3.22
2024-09-16,95692,11.17,22.75,1.64,1.24,6002.90,5386.65,0.90,-5.51,3.28
2024-09-16,95693,12.37,23.03,1.72,1.25,6038.66,5199.26,0.86,-5.24,3.38
2024-09-16,95694,10.68,22.02,1.63,1.22,6072.45,4601.94,0.76,-4.31,2.98
2024-09-16,95695,11.36,22.64,1.59,1.26,6016.42,4756.94,0.79,-4.56,3.06
2024-09-16,95697,11.42,22.69,1.58,1.27,6007.90,4874.17,0.81,-4.74,3.09
2024-09-16,95698,11.09,22.71,1.55,1.27,5999.33,4886.64,0.81,-4.75,3.06
2024-09-16,95699,11.53,22.01,1.88,1.14,6062.92,5444.01,0.90,-5.71,3.48
2024-09-16,95701,4.55,17.75,2.41,0.78,6178.57,4707.55,0.76,-4.72,3.06
2024-09-16,95703,9.29,20.84,2.00,1.03,6059.92,5371.75,0.89,-5.69,3.36
2024-09-16,95709,8.45,19.02,2.30,0.89,6167.16,4889.87,0.79,-4.99,3.30
2024-09-16,95713,7.88,19.99,2.12,0.95,6106.11,5265.21,0.86,-5.53,3.30
2024-09-16,95714,6.00,18.88,2.27,0.86,6143.58,5026.23,0.82,-5.19,3.18
2024-09-16,95715,3.52,17.15,2.54,0.73,6201.43,4551.62,0.73,-4.49,3.02
2024-09-16,95717,6.63,19.12,2.24,0.88,6140.36,5228.15,0.85,-5.49,3.25
2024-09-16,95720,3.14,13.40,3.03,0.57,6325.07,4132.19,0.65,-3.84,2.91
2024-09-16,95721,1.07,11.47,3.31,0.48,6358.31,4080.87,0.64,-3.76,2.81
2024-09-16,95722,8.94,20.54,1.98,1.01,6078.26,5385.35,0.89,-5.69,3.32
2024-09-16,95724,-0.77,13.80,3.11,0.52,6297.77,5109.72,0.81,-5.36,3.04
2024-09-16,95726,6.46,17.18,2.58,0.76,6241.32,4509.12,0.72,-4.41,3.17
2024-09-16,95728,-0.10,14.39,2.97,0.56,6283.04,4769.18,0.76,-4.83,2.98
2024-09-16,95735,1.73,12.13,3.21,0.51,6366.88,4029.29,0.63,-3.66,2.83
2024-09-16,95736,8.09,19.88,2.06,0.96,6102.86,5384.37,0.88,-5.71,3.29
2024-09-16,95742,12.21,22.83,1.74,1.22,6026.71,5374.83,0.89,-5.54,3.43
2024-09-16,95746,11.71,22.51,1.77,1.19,6028.38,5436.84,0.90,-5.66,3.43
2024-09-16,95747,11.90,22.82,1.67,1.24,6007.72,5261.02,0.88,-5.36,3.32
2024-09-16,95757,12.30,22.99,1.70,1.28,6040.42,4919.90,0.81,-4.79,3.25
2024-09-16,95758,12.29,22.96,1.68,1.27,6032.96,4774.24,0.79,-4.60,3.20
2024-09-16,95762,11.39,22.03,1.85,1.14,6032.09,5397.96,0.89,-5.67,3.43
2024-09-16,95765,11.76,22.72,1.71,1.22,6025.60,5443.96,0.90,-5.63,3.40
2024-09-16,95776,11.71,22.76,1.60,1.27,6005.55,4944.71,0.82,-4.85,3.15
2024-09-16,95811,12.14,22.89,1.66,1.26,6018.86,4963.53,0.82,-4.89,3.23
2024-09-16,95814,12.15,22.90,1.66,1.26,6019.34,4922.23,0.82,-4.83,3.22
2024-09-16,95815,12.16,22.90,1.66,1.26,6017.53,5081.33,0.84,-5.07,3.27
2024-09-16,95816,12.18,22.91,1.66,1.26,6020.32,4964.18,0.82,-4.89,3.24
2024-09-16,95817,12.20,22.92,1.67,1.26,6022.01,4834.49,0.80,-4.70,3.20
2024-09-16,95818,12.17,22.90,1.66,1.26,6021.38,4843.97,0.80,-4.71,3.20
2024-09-16,95819,12.20,22.92,1.67,1.26,6020.83,5013.15,0.83,-4.97,3.26
2024-09-16,95820,12.22,22.93,1.67,1.26,6023.80,4863.47,0.81,-4.74,3.22
2024-09-16,95821,12.16,22.89,1.68,1.25,6017.07,4994.73,0.83,-4.96,3.26
2024-09-16,95822,12.20,22.91,1.67,1.27,6025.16,5028.32,0.83,-4.97,3.26
2024-09-16,95823,12.28,22.96,1.68,1.27,6028.73,4970.22,0.82,-4.89,3.26
2024-09-16,95824,12.24,22.94,1.67,1.26,6024.98,4907.40,0.81,-4.81,3.23
2024-09-16,95825,12.20,22.92,1.67,1.26,6019.32,4920.51,0.82,-4.84,3.24
2024-09-16,95826,12.28,22.96,1.68,1.26,6023.27,5064.14,0.84,-5.04,3.30
2024-09-16,95827,12.30,22.96,1.70,1.25,6023.30,5243.72,0.87,-5.32,3.36
2024-09-16,95828,12.30,22.97,1.68,1.26,6028.02,5079.26,0.84,-5.05,3.30
2024-09-16,95829,12.32,22.97,1.70,1.25,6029.16,5252.08,0.87,-5.31,3.37
2024-09-16,95830,12.32,22.95,1.71,1.25,6030.24,5238.75,0.87,-5.31,3.38
2024-09-16,95831,12.18,22.91,1.66,1.27,6026.26,4933.56,0.82,-4.83,3.22
2024-09-16,95832,12.24,22.94,1.68,1.27,6030.23,4921.57,0.82,-4.81,3.23
2024-09-16,95833,12.09,22.88,1.65,1.26,6015.95,4967.88,0.83,-4.90,3.22
2024-09-16,95834,12.05,22.88,1.64,1.26,6013.79,5054.39,0.84,-5.02,3.24
2024-09-16,95835,12.01,22.86,1.64,1.26,6011.13,5086.71,0.85,-5.07,3.24
2024-09-16,95837,11.87,22.82,1.62,1.27,6008.79,5108.78,0.85,-5.09,3.22
2024-09-16,95838,12.11,22.89,1.66,1.26,6014.11,5148.25,0.86,-5.17,3.29
2024-09-16,95841,12.12,22.86,1.69,1.24,6014.98,5166.49,0.86,-5.22,3.32
2024-09-16,95842,12.03,22.80,1.69,1.24,6013.73,5240.98,0.87,-5.33,3.33
2024-09-16,95843,11.99,22.80,1.68,1.24,6011.36,5274.32,0.88,-5.38,3.34
2024-09-16,95864,12.23,22.92,1.68,1.25,6020.25,4822.32,0.80,-4.70,3.22
2024-09-16,95901,10.64,22.69,1.59,1.26,5992.48,5410.46,0.90,-5.50,3.21
2024-09-16,95903,11.01,22.77,1.65,1.24,5999.42,5447.17,0.91,-5.60,3.30
2024-09-16,95910,2.40,17.23,2.36,0.75,6189.69,4721.46,0.76,-4.69,2.90
2024-09-16,95912,10.39,22.75,1.48,1.28,5991.27,4848.09,0.81,-4.68,2.98
2024-09-16,95914,8.60,21.41,1.69,1.15,6040.06,5262.05,0.87,-5.31,3.07
2024-09-16,95915,2.56,16.79,1.92,0.89,6113.51,4719.75,0.77,-4.53,2.48
2024-09-16,95916,6.14,19.55,1.75,1.05,6104.56,5193.66,0.85,-5.17,2.85
2024-09-16,95917,10.50,22.81,1.47,1.33,5983.18,5235.15,0.87,-5.14,3.04
2024-09-16,95918,9.28,21.76,1.70,1.16,6031.06,5317.18,0.88,-5.42,3.15
2024-09-16,95919,6.75,19.90,1.82,1.02,6092.54,5293.03,0.87,-5.42,3.01
2024-09-16,95920,10.53,22.90,1.43,1.36,5976.58,5325.90,0.89,-5.23,3.04
2024-09-16,95922,5.49,19.49,2.00,0.94,6113.30,5249.87,0.86,-5.40,3.04
2024-09-16,95923,1.89,16.23,1.97,0.87,6020.33,4422.20,0.73,-4.19,2.31
2024-09-16,95925,5.91,19.45,1.90,0.97,6114.53,5454.08,0.89,-5.67,3.05
2024-09-16,95926,10.36,22.43,1.45,1.39,5997.28,4932.79,0.82,-4.60,2.84
2024-09-16,95928,10.05,22.27,1.46,1.35,5998.33,5036.82,0.84,-4.78,2.87
2024-09-16,95930,5.38,19.19,1.90,0.96,6117.96,5249.88,0.86,-5.35,2.94
2024-09-16,95932,10.59,23.03,1.44,1.33,5977.53,5082.38,0.85,-4.94,3.01
2024-09-16,95934,1.06,17.04,2.12,0.84,6019.41,4741.48,0.79,-4.71,2.53
2024-09-16,95935,6.99,20.10,1.87,1.01,6081.94,5358.61,0.88,-5.55,3.09
2024-09-16,95936,0.93,16.70,2.40,0.72,6197.07,4842.37,0.78,-4.85,2.85
2024-09-16,95937,10.72,22.68,1.52,1.27,5995.57,4917.48,0.82,-4.79,3.03
2024-09-16,95938,10.37,22.67,1.46,1.36,5974.96,5267.92,0.88,-5.13,2.99
2024-09-16,95939,7.15,21.46,1.44,1.15,6043.37,5225.14,0.86,-5.21,2.93
2024-09-16,95941,5.76,19.29,1.85,0.98,6113.07,5280.59,0.86,-5.39,2.95
2024-09-16,95942,3.85,16.00,1.69,0.94,6154.63,4383.50,0.71,-3.95,2.27
2024-09-16,95943,10.55,22.90,1.41,1.39,5967.99,5265.02,0.88,-5.11,2.99
2024-09-16,95944,3.35,17.94,2.21,0.82,6165.25,5060.51,0.82,-5.17,2.96
